no_pkk_inaportnet,no_pkk,vessel_name,gt,loa,company_name,name_process_code,name_branch,departure_date,nomor_pkk,nomor_spb
PKK.DN.IDBDJ.2502.002930,WJ0X25000007,MBP 5008,2302.0,76.2,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-01T15:00:00.000Z,PKK.DN.IDBDJ.2502.002930,SPB.IDBDJ.0225.0003320
PKK.DN.IDBDJ.2502.002924,RV9Z25000099,MBP 1518,7874.0,120.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-01T15:00:00.000Z,PKK.DN.IDBDJ.2502.002924,SPB.IDBDJ.0225.0003275
PKK.DN.IDBDJ.2502.002921,BUUN25000086,BUTUN,4408.0,105.16,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-01T15:00:00.000Z,PKK.DN.IDBDJ.2502.002921,SPB.IDBDJ.0225.0003361
PKK.DN.IDBDJ.2502.002912,4MPE25000099,MBP 1505,7295.0,114.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-01T15:00:00.000Z,PKK.DN.IDBDJ.2502.002912,SPB.IDBDJ.0225.0003317
PKK.DN.IDBDJ.2502.002893,EUXB25000036,RATU MARYAM,3748.0,96.31,"ARMADA SAMUDRA GLOBAL, PT",Realization,BANJARMASIN,2025-03-02T15:00:00.000Z,PKK.DN.IDBDJ.2502.002893,SPB.IDBDJ.0325.0002007
PKK.LN.IDGRE.2502.000692,TLMI13000004,MV. DD VIGILANT,17136.0,159.0,"SERASI SHIPPING INDONESIA, PT",Request PPKB,TANJUNG PERAK,2025-03-01T22:00:00.000Z,PKK.LN.IDGRE.2502.000692,SPB.IDGRE.0325.0000654
PKK.DN.IDBDJ.2502.002877,5CUJ25000101,MBP 1502,7295.0,114.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-02-28T15:00:00.000Z,PKK.DN.IDBDJ.2502.002877,SPB.IDBDJ.0225.0003395
PKK.DN.IDBDJ.2502.002872,R19025000092,MBP 1511,7487.0,118.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-03-01T15:00:00.000Z,PKK.DN.IDBDJ.2502.002872,SPB.IDBDJ.0225.0003329
PKK.DN.IDBDJ.2502.002869,J9TE25000092,MBP 1510,7487.0,118.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-02-28T15:00:00.000Z,PKK.DN.IDBDJ.2502.002869,SPB.IDBDJ.0225.0003281
PKK.DN.IDBDJ.2502.002861,IKFJ25000107,MJL 306,3447.0,91.44,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-02-28T15:00:00.000Z,PKK.DN.IDBDJ.2502.002861,SPB.IDBDJ.0225.0003280
PKK.DN.IDBDJ.2502.002853,ML0825000024,MANNA LINE 808,3233.0,91.5,"INDO DHARMA TRANSPORT, PT",Realization,BANJARMASIN,2025-02-27T15:06:00.000Z,PKK.DN.IDBDJ.2502.002853,SPB.IDBDJ.0225.0003178
PKK.DN.IDBDJ.2502.002829,ALNT25000031,ALNATH,4162.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2025-02-26T10:30:00.000Z,PKK.DN.IDBDJ.2502.002829,SPB.IDBDJ.0225.0003163
PKK.DN.IDBDJ.2502.002763,9AJ325000099,MBP 1519,7874.0,120.0,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-02-28T15:00:00.000Z,PKK.DN.IDBDJ.2502.002763,SPB.IDBDJ.0325.0000093
PKK.DN.IDBDJ.2502.002760,P85125000046,PEC 851,3890.0,98.26,"TERA LOGISTIC INDONESIA, PT",Realization,BANJARMASIN,2025-02-25T15:00:00.000Z,PKK.DN.IDBDJ.2502.002760,SPB.IDBDJ.0225.0003033
PKK.DN.IDBDJ.2502.002715,M72325000016,MARINE POWER 2723,2252.0,82.3,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2025-03-04T01:27:00.000Z,PKK.DN.IDBDJ.2502.002715,SPB.IDBDJ.0225.0003197
PKK.DN.IDBDJ.2502.002708,FLIC25000053,FELICE,3399.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-26T15:00:00.000Z,PKK.DN.IDBDJ.2502.002708,SPB.IDBDJ.0225.0003187
PKK.DN.IDSMQ.2502.000331,DP0083000003,DAIDAN PERTIWI,30822.0,189.9,"PENASCOP MARITIM INDONESIA, PT",Request PPKB,SAMPIT,2025-03-09T16:00:00.000Z,PKK.DN.IDSMQ.2502.000331,SPB.IDSMQ.0325.0000029
PKK.DN.IDBDJ.2502.002690,BRO125000025,BORNEO 3001,3153.0,91.5,"INDO DHARMA TRANSPORT, PT",Realization,BANJARMASIN,2025-02-26T08:51:00.000Z,PKK.DN.IDBDJ.2502.002690,SPB.IDBDJ.0225.0003123
PKK.DN.IDKOE.2502.000129,KN1029000026,KENDHAGA NUSANTARA 11,1785.0,74.07,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Realization,TENAU KUPANG,2025-02-25T23:00:00.000Z,PKK.DN.IDKOE.2502.000129,SPB.IDKOE.0325.0000025
PKK.DN.IDBDJ.2502.002608,T6M625000088,TUNJUNG MADYA 6,3545.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-25T15:00:00.000Z,PKK.DN.IDBDJ.2502.002608,SPB.IDBDJ.0225.0003375
PKK.DN.IDBDJ.2502.002594,R01225000028,RIMAU 3012,3346.0,91.44,"RIMAU BAHTERA SHIPPING, PT",Realization,BANJARMASIN,2025-02-28T10:05:00.000Z,PKK.DN.IDBDJ.2502.002594,SPB.IDBDJ.0325.0002674
PKK.DN.IDBDJ.2502.002597,FI6325000016,FINACIA 63,3141.0,91.5,"INDO DARMA TRANSPORTASI, PT",Realization,BANJARMASIN,2025-02-25T10:46:00.000Z,PKK.DN.IDBDJ.2502.002597,SPB.IDBDJ.0225.0002926
PKK.DN.IDBDJ.2502.002575,Q1TJ25000025,TERANG 319,3103.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2025-02-25T07:28:00.000Z,PKK.DN.IDBDJ.2502.002575,SPB.IDBDJ.0225.0003013
PKK.DN.IDBDJ.2502.002572,7L4G25000084,TUNJUNG MADYA 4,3442.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-24T15:00:00.000Z,PKK.DN.IDBDJ.2502.002572,SPB.IDBDJ.0225.0003371
PKK.DN.IDBDJ.2502.002571,MJ3525000026,MJL 335,4347.0,100.58,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2025-02-25T06:55:00.000Z,PKK.DN.IDBDJ.2502.002571,SPB.IDBDJ.0325.0000322
PKK.DN.IDKBU.2502.000588,4JOX57000001,AFNA,1754.0,76.2,PT. TERA LOGISTIC INDONESIA,Realization,KOTABARU,2025-02-24T23:00:00.000Z,PKK.DN.IDKBU.2502.000588,SPB.IDKBU.0225.0000617
PKK.DN.IDBDJ.2502.002565,SJHT25000005,SEJAHTERA 2520,2019.0,76.2,"BARUNA PASIFIK RAYA, PT",Realization,BANJARMASIN,2025-02-23T23:00:00.000Z,PKK.DN.IDBDJ.2502.002565,SPB.IDBDJ.0225.0002977
PKK.DN.IDSUB.2502.000841,CS0013000008,CATHERINE S,670.0,58.0,"CITRABARU ADINUSANTARA, PT",Realization,TANJUNG PERAK,2025-03-31T15:00:00.000Z,PKK.DN.IDSUB.2502.000841,SPB.IDSUB.0325.0000671
PKK.DN.IDKBU.2502.000580,232P57000037,PRILLY,2630.0,91.0,PT. TARUNA CIPTA KENCANA,Realization,KOTABARU,2025-02-25T15:00:00.000Z,PKK.DN.IDKBU.2502.000580,SPB.IDKBU.0225.0000723
PKK.DN.IDBDJ.2502.002502,GA0225000018,GANDASARI 3002,3145.0,91.44,"INDO DARMA TRANSPORTASI, PT",Realization,BANJARMASIN,2025-02-25T14:37:00.000Z,PKK.DN.IDBDJ.2502.002502,SPB.IDBDJ.0225.0002903
PKK.DN.IDBDJ.2502.002500,K31625000021,KAPUAS JAYA 316,3632.0,94.53,"INDO DARMA TRANSPORTASI, PT",Realization,BANJARMASIN,2025-02-25T14:22:00.000Z,PKK.DN.IDBDJ.2502.002500,SPB.IDBDJ.0225.0002927
PKK.DN.IDBDJ.2502.002495,EX6S25000084,INGGRID,3399.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-24T15:00:00.000Z,PKK.DN.IDBDJ.2502.002495,SPB.IDBDJ.0225.0003244
PKK.DN.IDBDJ.2502.002486,H6MX25000009,MJL 3015,3099.0,91.44,"MASADA JAYA LINES, PT",Realization,BANJARMASIN,2025-02-27T15:00:00.000Z,PKK.DN.IDBDJ.2502.002486,SPB.IDBDJ.0225.0003350
PKK.DN.IDBDJ.2502.002478,O3DU25000016,INDAH ABADI 2,3388.0,100.58,"SANDI ADI PERKASA, PT",Realization,BANJARMASIN,2025-02-28T15:00:00.000Z,PKK.DN.IDBDJ.2502.002478,SPB.IDBDJ.0325.0001991
PKK.DN.IDBDJ.2502.002474,071A25000003,ZULKIFLI 11,3107.0,91.44,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2025-02-25T15:00:00.000Z,PKK.DN.IDBDJ.2502.002474,SPB.IDBDJ.0225.0002912
PKK.DN.IDBDJ.2502.002460,PKMD25000015,PIPPA,3074.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-24T15:00:00.000Z,PKK.DN.IDBDJ.2502.002460,SPB.IDBDJ.0225.0003189
PKK.DN.IDBDJ.2502.002431,BU0225000001,BUANA 3002,3093.0,91.44,MEGA BAHTERA KENCANA PT,Realization,BANJARMASIN,2025-02-23T15:00:00.000Z,PKK.DN.IDBDJ.2502.002431,SPB.IDBDJ.0225.0002645
PKK.DN.IDBDJ.2502.002428,PS0825000006,PST 208,3233.0,91.5,MEGA BAHTERA KENCANA PT,Realization,BANJARMASIN,2025-02-23T15:00:00.000Z,PKK.DN.IDBDJ.2502.002428,SPB.IDBDJ.0225.0003125
PKK.DN.IDBDJ.2502.002421,SBBD25000015,SALWA,3107.0,91.44,"MASADA JAYA LINES, PT",Realization,BANJARMASIN,2025-02-27T15:00:00.000Z,PKK.DN.IDBDJ.2502.002421,SPB.IDBDJ.0225.0003348
PKK.DN.IDBDJ.2502.002398,PC6P25000091,QONITA,3398.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-23T15:00:00.000Z,PKK.DN.IDBDJ.2502.002398,SPB.IDBDJ.0225.0003146
PKK.DN.IDBDJ.2502.002374,PC0625000007,PACIFIC 3006,3249.0,89.98,PT Immanu Sukses Bersama,Realization,BANJARMASIN,2025-03-03T15:00:00.000Z,PKK.DN.IDBDJ.2502.002374,SPB.IDBDJ.0225.0002877
PKK.DN.IDSUB.2502.000792,MS7813000001,MAJU 68,1766.0,81.5,"PELAYARAN KORINDO, PT",Realization,TANJUNG PERAK,2025-02-28T11:00:00.000Z,PKK.DN.IDSUB.2502.000792,SPB.IDSUB.0325.0000481
PKK.DN.IDBDJ.2502.002336,SS2325000001,SS 2303,1645.0,70.1,PT Tanadoang Maritim Samudera,Realization,BANJARMASIN,2025-02-23T15:00:00.000Z,PKK.DN.IDBDJ.2502.002336,SPB.IDBDJ.0325.0000068
PKK.DN.IDBDJ.2502.002339,SEV225000037,SEVA RAYA II,3124.0,87.84,"RIMAU BAHTERA SHIPPING, PT",Realization,BANJARMASIN,2025-02-28T08:51:00.000Z,PKK.DN.IDBDJ.2502.002339,SPB.IDBDJ.0325.0001733
PKK.DN.IDBDJ.2208.002572,CBXX25000001,CB - 123,5184.0,109.26,"SAGA MAS LESTARI, PT",Realization,BANJARMASIN,2022-08-31T09:00:00.000Z,PKK.DN.IDBDJ.2208.002572,SPB.IDBDJ.0225.0003379
PKK.DN.IDBDJ.2502.002323,BK7E25000004,AZAMARA 3060,3731.0,91.44,ENERGI SAMUDRA LOGISTICS PT,Realization,BANJARMASIN,2025-02-23T15:00:00.000Z,PKK.DN.IDBDJ.2502.002323,SPB.IDBDJ.0225.0002821
PKK.DN.IDBDJ.2502.002317,CE5L25000085,TUNJUNG MADYA 2,3352.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-22T15:00:00.000Z,PKK.DN.IDBDJ.2502.002317,SPB.IDBDJ.0225.0003148
PKK.DN.IDKBU.2311.000698,KOQT57000001,HUI HONG BEI JIA,1831.0,58.0,"ANANDA BINTANG ARUNG SAMUDERA, PT",Realization,KOTABARU,2023-11-30T10:00:00.000Z,PKK.DN.IDKBU.2311.000698,SPB.IDKBU.0325.0000048
PKK.DN.IDKBU.2501.000177,W3L757000004,HUI HONG NAN JIA,1488.0,56.1,"ANANDA BINTANG ARUNG SAMUDERA, PT",Request PPKB,KOTABARU,2025-01-13T17:00:00.000Z,PKK.DN.IDKBU.2501.000177,SPB.IDKBU.0225.0000306
PKK.DN.IDBDJ.2502.002246,O5PI25000074,MERRY,3345.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-22T15:00:00.000Z,PKK.DN.IDBDJ.2502.002246,SPB.IDBDJ.0225.0002991
PKK.DN.IDBDJ.2502.002235,OIOM25000001,CAPRICORN 163,4099.0,94.5,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2025-02-23T15:00:00.000Z,PKK.DN.IDBDJ.2502.002235,SPB.IDBDJ.0225.0003286
PKK.LN.IDKBU.2502.000357,MZ1257000001,MV. ZHONGHAIHUARUN 1,40904.0,225.0,PT. IDT TRANS AGENCY,Request PPKB,KOTABARU,2025-02-24T15:30:00.000Z,PKK.LN.IDKBU.2502.000357,SPB.IDKBU.0225.0000515
PKK.DN.IDBDJ.2502.002223,TVJ125000002,BINA SAMUDERA 8,2392.0,82.3,"BINA BANUA SAMUDERA, PT",Realization,BANJARMASIN,2025-02-21T07:00:00.000Z,PKK.DN.IDBDJ.2502.002223,SPB.IDBDJ.0325.0002168
PKK.DN.IDBDJ.2502.002215,FLIC25000052,FELICE,3399.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-22T15:00:00.000Z,PKK.DN.IDBDJ.2502.002215,SPB.IDBDJ.0225.0002509
PKK.DN.IDBDJ.2502.002201,TUJ125000079,TUNJUNG MADYA 1,3345.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-21T15:00:00.000Z,PKK.DN.IDBDJ.2502.002201,SPB.IDBDJ.0225.0002827
PKK.DN.IDBDJ.2502.002155,H93P25000088,LINA,3345.0,91.5,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-21T15:00:00.000Z,PKK.DN.IDBDJ.2502.002155,SPB.IDBDJ.0225.0002719
PKK.DN.IDSTU.2502.000118,E99957000001,EVE 999 2019,3106.0,91.4,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2025-02-10T15:55:00.000Z,PKK.DN.IDSTU.2502.000118,SPB.IDSTU.0325.0000058
PKK.LN.IDSTU.2502.000441,MIH257000001,MV. INDIGO HERITAGE,34178.0,199.99,PT. INTERNASIONAL TOTAL SERVICE & LOGISTIC,Request PPKB,KOTABARU,2025-02-27T10:37:00.000Z,PKK.LN.IDSTU.2502.000441,SPB.IDSTU.0325.0000053
PKK.DN.IDBDJ.2502.002133,NAGQ25000089,DEWI,3088.0,91.44,"GLOBAL TRANS ENERGY INTERNASIONAL, PT",Realization,BANJARMASIN,2025-02-21T15:00:00.000Z,PKK.DN.IDBDJ.2502.002133,SPB.IDBDJ.0225.0002511
PKK.DN.IDBDJ.2502.002124,B58925000007,BAHARI 2589,1991.0,76.2,"ANTARMODA MARITIM NUSANTARA, PT",Realization,BANJARMASIN,2025-02-26T08:48:00.000Z,PKK.DN.IDBDJ.2502.002124,SPB.IDBDJ.0225.0002715
PKK.DN.IDBDJ.2502.002126,A7CA25000044,ALNITAK,4162.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2025-02-21T09:55:00.000Z,PKK.DN.IDBDJ.2502.002126,SPB.IDBDJ.0225.0002945
PKK.LN.IDSUB.2502.000713,8AS213000030,SCION MAFALDA,9932.0,147.9,"CONTAINER MARITIME ACTIVITIES, PT",Realization,TANJUNG PERAK,2025-02-21T10:00:00.000Z,PKK.LN.IDSUB.2502.000713,SPB.IDSUB.0225.0000814
PKK.DN.IDBDJ.2502.002121,8JIH25000008,MBS 258,1975.0,73.15,"CAKRAWALA LAUTAN INDONESIA, PT",Realization,BANJARMASIN,2025-02-27T02:00:00.000Z,PKK.DN.IDBDJ.2502.002121,SPB.IDBDJ.0225.0003082
PKK.DN.IDKBU.2412.000142,W3L757000002,HUI HONG NAN JIA,1488.0,56.1,"ANANDA BINTANG ARUNG SAMUDERA, PT",Request PPKB,KOTABARU,2025-01-05T08:30:00.000Z,PKK.DN.IDKBU.2412.000142,SPB.IDKBU.0125.0000095
PKK.DN.IDBDJ.2502.002071,4CQM25000032,ATK 314,3142.0,87.78,"KARTIKA SAMUDRA ADIJAYA, PT",Realization,BANJARMASIN,2025-02-20T15:00:00.000Z,PKK.DN.IDBDJ.2502.002071,SPB.IDBDJ.0225.0003058
PKK.DN.IDBDJ.2502.002054,GTO925000004,GTO 395,3544.0,91.5,PT Immanu Sukses Bersama,Realization,BANJARMASIN,2025-02-24T15:00:00.000Z,PKK.DN.IDBDJ.2502.002054,SPB.IDBDJ.0225.0002296
PKK.DN.IDBDJ.2502.001977,H30725000033,HASNUR 306,3089.0,87.78,HASNUR INTERNASIONAL SHIPPING TBK PT,Realization,BANJARMASIN,2025-02-20T08:00:00.000Z,PKK.DN.IDBDJ.2502.001977,SPB.IDBDJ.0225.0002337
PKK.DN.IDBDJ.2502.001963,MH3125000041,MHKL 31,3146.0,91.5,MEGA BAHTERA KENCANA PT,Realization,BANJARMASIN,2025-02-19T15:00:00.000Z,PKK.DN.IDBDJ.2502.001963,SPB.IDBDJ.0225.0002579
PKK.DN.IDBDJ.2502.001890,MS1825000079,MASADA 18,3357.0,87.84,"MASADA JAYA LINES, PT",Realization,BANJARMASIN,2025-02-22T15:00:00.000Z,PKK.DN.IDBDJ.2502.001890,SPB.IDBDJ.0225.0002222
PKK.DN.IDKBU.2501.000602,IIYA57000001,SLM SELENE 1,2115.0,90.4,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2025-01-29T01:00:00.000Z,PKK.DN.IDKBU.2501.000602,SPB.IDKBU.0225.0000338
PKK.DN.IDBDJ.2502.001744,H30125000030,HASNUR 301,3078.0,87.78,HASNUR INTERNASIONAL SHIPPING TBK PT,Realization,BANJARMASIN,2025-02-17T15:00:00.000Z,PKK.DN.IDBDJ.2502.001744,SPB.IDBDJ.0225.0002568
PKK.DN.IDKBU.2501.000016,KTP257000002,KETAPANG I,1985.0,82.3,"BERKAH SALSABILL SAIJAAN, PT	",Request PPKB,KOTABARU,2025-01-02T04:00:00.000Z,PKK.DN.IDKBU.2501.000016,SPB.IDKBU.0225.0000669
PKK.DN.IDBDJ.2502.001681,PKKR25000045,MEGA POWER XI,2599.0,84.12,"MASADA JAYA LINES, PT",Realization,BANJARMASIN,2025-02-22T15:00:00.000Z,PKK.DN.IDBDJ.2502.001681,SPB.IDBDJ.0325.0000786
PKK.DN.IDKBU.2502.000356,232P57000036,PRILLY,2630.0,91.0,PT. TARUNA CIPTA KENCANA,Realization,KOTABARU,2025-02-18T04:00:00.000Z,PKK.DN.IDKBU.2502.000356,SPB.IDKBU.0225.0000524
PKK.DN.IDBDJ.2502.001569,INT125000016,INTERNUSA 1,2128.0,76.2,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2025-02-18T15:00:00.000Z,PKK.DN.IDBDJ.2502.001569,SPB.IDBDJ.0225.0003327
PKK.DN.IDSTU.2502.000239,ELSY57000003,ELSYE,3889.0,91.44,"NABILA RIZKI SAMUDERA, PT",Request PPKB,KOTABARU,2025-02-13T15:55:00.000Z,PKK.DN.IDSTU.2502.000239,SPB.IDSTU.0325.0000150
PKK.DN.IDBDJ.2502.001509,PEG525000027,PEGASUS 5,3147.0,91.44,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2025-02-15T09:52:00.000Z,PKK.DN.IDBDJ.2502.001509,SPB.IDBDJ.0225.0001775
PKK.DN.IDBDJ.2502.001506,TYDB25000017,TUHUP 025,1986.0,76.25,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2025-02-17T15:00:00.000Z,PKK.DN.IDBDJ.2502.001506,SPB.IDBDJ.0225.0003073
PKK.DN.IDSUB.2502.000497,AP9113000007,ASIA PESONA,1497.0,75.5,"PRIMA SEJAHTERA LINES, PT",Realization,TANJUNG PERAK,2025-02-20T10:00:00.000Z,PKK.DN.IDSUB.2502.000497,SPB.IDSUB.0325.0000588
PKK.DN.IDBDJ.2502.001471,6PSM25000096,MBP 1503,7295.0,114.0,"TERA LOGISTIC INDONESIA, PT",Request PPKB,BANJARMASIN,2025-02-17T15:00:00.000Z,PKK.DN.IDBDJ.2502.001471,SPB.IDBDJ.0225.0001881
PKK.DN.IDBDJ.2502.001451,I0YH25000003,GOLD TRANS 3315,4399.0,100.58,"TRANS POWER MARINE TBK, PT",Realization,BANJARMASIN,2025-02-15T15:00:00.000Z,PKK.DN.IDBDJ.2502.001451,SPB.IDBDJ.0225.0002106
PKK.DN.IDSUB.2502.000475,SI6613000014,SHELLY INDAH,685.0,57.08,"BUMI INDAH LINES, PT",Realization,TANJUNG PERAK,2025-03-08T22:00:00.000Z,PKK.DN.IDSUB.2502.000475,SPB.IDSUB.0325.0000438
PKK.DN.IDBDJ.2502.001414,ALPZ25000040,ALPHERATZ,4157.0,97.6,"BARITO SAMUDRA SEJAHTERA, PT",Realization,BANJARMASIN,2025-02-15T13:16:00.000Z,PKK.DN.IDBDJ.2502.001414,SPB.IDBDJ.0225.0001776
PKK.LN.IDSUB.2501.000951,MEA513000002,MV. EQUINOX AGNANDOUSSA,33232.0,197.0,"BAHARI LAJU ANUGERAH, PT",Request PPKB,TANJUNG PERAK,2025-02-03T01:00:00.000Z,PKK.LN.IDSUB.2501.000951,SPB.IDSUB.0225.0000174
PKK.DN.IDKBU.2501.000646,8QNS57000006,BUMI PALMA TIGA,2840.0,91.44,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2025-01-29T00:00:00.000Z,PKK.DN.IDKBU.2501.000646,SPB.IDKBU.0225.0000348
PKK.DN.IDSUB.2502.000391,PA3313000007,PERMATA ABADI,662.0,53.3,"CITRABARU ADINUSANTARA, PT",Realization,TANJUNG PERAK,2025-03-17T05:00:00.000Z,PKK.DN.IDSUB.2502.000391,SPB.IDSUB.0325.0000458
PKK.DN.IDBDJ.2502.001166,GIUT25000032,TUHUP 017,1982.0,76.2,"ANUGERAH MAHADAYA NUSANTARA, PT",Realization,BANJARMASIN,2025-02-14T15:00:00.000Z,PKK.DN.IDBDJ.2502.001166,SPB.IDBDJ.0225.0003079
PKK.DN.IDKBU.2502.000156,PSS557000002,PERMATA SUCCESS 5001,2837.0,82.3,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2025-02-11T02:30:00.000Z,PKK.DN.IDKBU.2502.000156,SPB.IDKBU.0225.0000464
PKK.DN.IDSRG.2502.000102,MDJ809000029,MERATUS SABANG,3256.0,98.0,"MERATUS LINE, PT",Request PPKB,TANJUNG EMAS,2025-02-13T04:00:00.000Z,PKK.DN.IDSRG.2502.000102,SPB.IDSRG.0225.0000097
PKK.DN.IDSTU.2404.000261,E0PR57000001,R M N  380,3071.0,87.86,PT. PELAYARAN KARTIKASAMUDRA ADIJAYA,Request PPKB,KOTABARU,2024-04-12T15:00:00.000Z,PKK.DN.IDSTU.2404.000261,SPB.IDSTU.0325.0000401
PKK.DN.IDBDJ.2412.003571,YB8H25000014,MBS 392,3270.0,91.44,"CAKRAWALA LAUTAN INDONESIA, PT",Request PPKB,BANJARMASIN,2025-01-03T10:00:00.000Z,PKK.DN.IDBDJ.2412.003571,SPB.IDBDJ.0225.0001198
PKK.DN.IDSTU.2501.000474,GS0857000001,GSL 08,3233.0,87.84,"NABILA RIZKI SAMUDERA, PT",Request PPKB,KOTABARU,2025-01-23T15:55:00.000Z,PKK.DN.IDSTU.2501.000474,SPB.IDSTU.0225.0000231
PKK.DN.IDSMQ.2412.000032,9CAY83000001,SSM 251,2285.0,76.2,"PENASCOP MARITIM INDONESIA, PT",Realization,SAMPIT,2024-12-12T16:00:00.000Z,PKK.DN.IDSMQ.2412.000032,SPB.IDSMQ.0325.0000362
PKK.DN.IDSTU.2411.000593,HYTC57000004,CBS 3001,3469.0,91.44,PT ALFA TRANS RAYA,Request PPKB,KOTABARU,2024-11-29T16:04:00.000Z,PKK.DN.IDSTU.2411.000593,SPB.IDSTU.0225.0000394
PKK.DN.IDBDJ.2502.000868,R33625000015,RIMAU 3336,4492.0,100.58,"RIMAU BAHTERA SHIPPING, PT",Realization,BANJARMASIN,2025-02-11T06:43:00.000Z,PKK.DN.IDBDJ.2502.000868,SPB.IDBDJ.0225.0002819
PKK.DN.IDBDJ.2502.000791,BH3325000008,BAHTERA 3003,3245.0,91.44,MEGA BAHTERA KENCANA PT,Realization,BANJARMASIN,2025-02-08T15:00:00.000Z,PKK.DN.IDBDJ.2502.000791,SPB.IDBDJ.0325.0002818
PKK.DN.IDBDJ.2502.000700,A00025000029,ADELINE 01,1459.0,71.4,"MASADA JAYA LINES, PT",Realization,BANJARMASIN,2025-02-11T15:00:00.000Z,PKK.DN.IDBDJ.2502.000700,SPB.IDBDJ.0325.0002469
PKK.DN.IDGRE.2502.000137,PWRT13000002,LL 2522,1975.0,76.2,PT. MUTIARA ATLANTIK JAWADWIPA,Request PPKB,TANJUNG PERAK,2025-02-13T16:00:00.000Z,PKK.DN.IDGRE.2502.000137,SPB.IDGRE.0225.0000546
PKK.DN.IDBJU.2502.000022,IMAS23000035,INSAM - 01,1647.0,72.9,"PELAYARAN NASIONAL INDONESIA (PERSERO), PT",Request PPKB,TANJUNG WANGI,2025-02-11T01:00:00.000Z,PKK.DN.IDBJU.2502.000022,SPB.IDBJU.0225.0000033
PKK.DN.IDKBU.2501.000805,4HYI57000001,GRIYA SUNDA,5510.0,118.0,PT. TARUNA CIPTA KENCANA,Request PPKB,KOTABARU,2025-02-03T02:00:00.000Z,PKK.DN.IDKBU.2501.000805,SPB.IDKBU.0225.0000120
PKK.DN.IDSUB.2502.000121,AP4413000018,ASIA PIONERR,726.0,48.0,"KARSA UTAMA LINE, PT",Realization,TANJUNG PERAK,2025-02-22T23:00:00.000Z,PKK.DN.IDSUB.2502.000121,SPB.IDSUB.0225.0000927
PKK.DN.IDKBU.2410.000609,M07157000001,MARINE POWER 3071,3648.0,91.44,PT. ALWIESTA NIAGA MANDIRI,Request PPKB,KOTABARU,2024-10-21T15:00:00.000Z,PKK.DN.IDKBU.2410.000609,SPB.IDKBU.0225.0000378
PKK.DN.IDKBU.2501.000327,TL1357000014,TANKER LINEO 101,3097.0,94.87,PT. SINAR MARITIME PERKASA,Request PPKB,KOTABARU,2025-01-20T08:00:00.000Z,PKK.DN.IDKBU.2501.000327,SPB.IDKBU.0125.0000552
